PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
2700,1,3,Noah 2700,female,63.7,2,0,TKT002700,6.25,,S
2701,1,1,Olivia 2701,female,37.5,1,1,TKT002701,86.57,E31,C
2702,1,3,William 2702,female,57.1,0,1,TKT002702,12.68,,Q
2703,0,2,Mia 2703,male,77.6,0,2,TKT002703,47.57,D12,S
2704,0,2,Ava 2704,male,37.1,0,3,TKT002704,56.85,,Q
2705,0,3,Ava 2705,male,16.1,3,0,TKT002705,17.12,,C
2706,1,2,Olivia 2706,female,,3,1,TKT002706,74.14,E31,C
2707,1,2,Emma 2707,female,56.6,0,2,TKT002707,34.26,E31,Q
2708,1,3,Ava 2708,female,60.1,1,0,TKT002708,8.53,,Q
2709,1,3,Liam 2709,female,24.2,0,0,TKT002709,8.84,,Q
2710,1,2,John 2710,female,9.5,2,0,TKT002710,75.9,E31,C
2711,0,2,Noah 2711,male,70.7,3,0,TKT002711,35.65,E31,Q
2712,0,3,Noah 2712,male,51.0,4,1,TKT002712,7.21,,C
2713,0,3,Michael 2713,female,54.9,2,3,TKT002713,36.61,,S
2714,1,1,Alice 2714,female,25.2,1,0,TKT002714,248.11,D12,C
2715,1,3,Noah 2715,female,54.2,0,1,TKT002715,8.34,,Q
2716,1,2,Mary 2716,female,30.4,2,0,TKT002716,22.67,,Q
2717,0,2,William 2717,male,,1,1,TKT002717,23.76,D12,S
2718,1,3,William 2718,female,38.8,2,3,TKT002718,14.8,,C
2719,1,3,John 2719,male,25.1,2,3,TKT002719,6.57,,S
2720,1,1,John 2720,male,9.7,3,1,TKT002720,117.25,B45,Q
2721,0,3,Mary 2721,male,76.8,3,3,TKT002721,9.57,,S
2722,1,3,Ava 2722,female,68.1,0,1,TKT002722,37.12,,Q
2723,1,2,John 2723,female,11.2,2,3,TKT002723,51.98,B45,S
2724,0,2,Ava 2724,male,47.4,1,2,TKT002724,44.59,D12,S
2725,0,2,Emma 2725,male,46.7,3,2,TKT002725,60.64,A10,Q
2726,0,3,John 2726,female,45.9,2,2,TKT002726,30.21,,C
2727,0,1,John 2727,male,36.4,1,0,TKT002727,56.22,D12,Q
2728,1,3,Emma 2728,female,29.1,2,2,TKT002728,29.04,,Q
2729,0,1,Liam 2729,female,22.1,4,1,TKT002729,237.81,D12,Q
2730,1,1,Noah 2730,male,3.5,4,2,TKT002730,205.93,,C
2731,1,1,David 2731,male,24.3,0,0,TKT002731,138.72,,Q
2732,1,3,Alice 2732,female,39.2,2,2,TKT002732,38.6,,C
2733,0,3,Michael 2733,male,44.3,3,0,TKT002733,9.11,,S
2734,0,1,Ava 2734,male,62.3,3,3,TKT002734,94.83,,Q
2735,1,3,Robert 2735,female,48.5,4,0,TKT002735,14.13,,C
2736,0,3,Michael 2736,female,59.5,0,2,TKT002736,10.63,,Q
2737,1,1,Mary 2737,male,54.7,2,2,TKT002737,152.33,,Q
2738,1,2,Robert 2738,female,63.2,2,1,TKT002738,24.84,,C
2739,0,1,Sophia 2739,female,13.2,1,2,TKT002739,55.67,B45,S
2740,1,1,John 2740,male,65.9,3,0,TKT002740,177.4,B45,C
2741,1,1,William 2741,male,52.3,2,2,TKT002741,206.81,,S
2742,0,2,Mary 2742,female,75.8,3,0,TKT002742,35.93,A10,Q
2743,1,3,Mary 2743,female,46.1,4,2,TKT002743,32.72,,C
2744,1,1,James 2744,female,62.1,0,2,TKT002744,80.84,A10,Q
2745,1,1,William 2745,female,16.1,2,1,TKT002745,161.03,B45,Q
2746,0,2,William 2746,male,,3,1,TKT002746,72.37,E31,C
2747,1,2,Mia 2747,female,29.3,2,3,TKT002747,49.54,,C
2748,1,1,Sophia 2748,male,23.3,2,3,TKT002748,136.95,B45,S
2749,1,2,William 2749,female,64.4,3,0,TKT002749,67.11,C23,Q
2750,1,1,Olivia 2750,male,71.0,3,0,TKT002750,143.56,B45,S
2751,1,1,Alice 2751,female,79.3,2,0,TKT002751,176.45,D12,Q
2752,0,2,David 2752,female,55.2,1,2,TKT002752,58.95,E31,C
2753,0,2,Olivia 2753,male,29.2,3,2,TKT002753,25.45,C23,C
2754,1,3,Mary 2754,female,71.8,1,3,TKT002754,22.75,,Q
2755,0,3,Liam 2755,male,57.1,0,1,TKT002755,10.03,,S
2756,0,3,Alice 2756,male,2.9,3,3,TKT002756,28.3,,S
2757,1,2,William 2757,female,22.4,2,0,TKT002757,78.71,C23,S
2758,0,3,Liam 2758,male,40.9,1,1,TKT002758,37.82,,S
2759,1,3,Liam 2759,female,51.3,1,3,TKT002759,23.41,,C
2760,1,2,William 2760,female,15.4,3,1,TKT002760,35.9,,Q
2761,0,3,Emma 2761,male,77.1,0,0,TKT002761,7.79,,S
2762,0,2,Sophia 2762,male,,4,3,TKT002762,35.45,E31,C
2763,0,2,Robert 2763,male,72.3,0,3,TKT002763,21.58,E31,S
2764,1,3,Ava 2764,male,79.1,1,0,TKT002764,21.35,,S
2765,1,1,William 2765,female,22.7,2,0,TKT002765,112.27,D12,Q
2766,0,2,Ava 2766,male,2.5,1,0,TKT002766,30.37,A10,Q
2767,1,2,Mary 2767,female,48.1,2,3,TKT002767,44.81,,C
2768,1,2,Noah 2768,male,63.4,3,0,TKT002768,20.83,A10,Q
2769,1,1,Michael 2769,female,1.9,2,3,TKT002769,94.21,D12,C
2770,1,3,John 2770,female,76.0,2,3,TKT002770,15.63,,S
2771,0,2,Mia 2771,male,24.0,0,2,TKT002771,50.1,,Q
2772,1,1,Liam 2772,male,77.4,2,3,TKT002772,160.69,,S
2773,0,2,Sophia 2773,male,21.6,3,3,TKT002773,72.19,A10,C
2774,0,2,James 2774,male,54.6,2,3,TKT002774,53.82,C23,C
2775,0,1,Michael 2775,male,,4,1,TKT002775,141.55,E31,Q
2776,1,3,Robert 2776,female,26.0,0,3,TKT002776,14.76,,Q
2777,0,2,Michael 2777,female,48.2,0,2,TKT002777,34.81,C23,S
2778,1,3,Olivia 2778,female,31.7,1,3,TKT002778,18.79,,Q
2779,0,1,Emma 2779,male,62.1,3,0,TKT002779,243.81,,S
2780,1,2,Ava 2780,female,79.2,4,2,TKT002780,21.61,E31,Q
2781,0,2,Mia 2781,male,56.7,2,3,TKT002781,42.84,A10,Q
2782,0,2,Ava 2782,male,4.6,3,2,TKT002782,74.11,B45,Q
2783,0,1,Ava 2783,male,26.5,0,3,TKT002783,173.31,D12,S
2784,1,1,Michael 2784,female,,0,0,TKT002784,125.47,,C
2785,0,3,Mary 2785,male,39.6,3,1,TKT002785,24.59,,Q
2786,1,2,Emma 2786,female,7.3,2,2,TKT002786,49.39,,Q
2787,0,2,Robert 2787,female,12.8,0,2,TKT002787,36.44,,S
2788,1,1,Ava 2788,female,57.0,4,1,TKT002788,84.41,E31,S
2789,1,3,Liam 2789,female,2.1,0,2,TKT002789,9.85,,Q
2790,1,3,Ava 2790,female,62.7,2,0,TKT002790,17.72,,Q
2791,1,3,Mary 2791,female,31.9,0,3,TKT002791,13.07,,Q
2792,0,2,Michael 2792,female,32.7,3,3,TKT002792,65.11,,C
2793,1,2,Olivia 2793,female,4.7,3,2,TKT002793,60.27,B45,C
2794,1,1,Michael 2794,female,29.7,1,3,TKT002794,174.64,E31,C
2795,1,3,Sophia 2795,female,14.2,4,1,TKT002795,29.23,,Q
2796,0,3,Sophia 2796,female,42.6,3,1,TKT002796,9.89,,Q
2797,1,1,Robert 2797,male,69.5,0,0,TKT002797,61.12,B45,S
2798,0,3,Emma 2798,male,2.7,2,1,TKT002798,23.31,,Q
2799,1,2,Michael 2799,female,32.0,4,1,TKT002799,44.72,,C
2800,0,2,Emma 2800,male,70.5,3,3,TKT002800,62.76,,Q
2801,0,1,Michael 2801,female,17.1,4,1,TKT002801,192.12,,C
2802,0,1,David 2802,female,48.4,3,3,TKT002802,233.23,E31,Q
2803,0,3,Emma 2803,male,64.3,0,3,TKT002803,23.38,,Q
2804,1,1,Ava 2804,female,45.6,0,0,TKT002804,212.53,D12,Q
2805,0,3,Alice 2805,female,69.2,0,2,TKT002805,8.53,,Q
2806,0,3,David 2806,male,,2,3,TKT002806,11.0,,Q
2807,1,1,John 2807,male,,4,1,TKT002807,135.0,C23,C
2808,0,3,John 2808,male,11.1,3,2,TKT002808,5.51,,C
2809,1,1,Michael 2809,female,71.6,2,2,TKT002809,226.83,A10,S
2810,0,3,Olivia 2810,male,75.4,3,0,TKT002810,35.87,,S
2811,0,2,James 2811,female,,1,1,TKT002811,57.18,,Q
2812,1,3,Michael 2812,female,75.2,3,2,TKT002812,27.51,,C
2813,1,2,David 2813,female,35.6,3,0,TKT002813,33.51,A10,S
2814,1,2,David 2814,female,27.8,1,3,TKT002814,67.92,E31,Q
2815,1,1,John 2815,male,28.3,3,1,TKT002815,226.94,,C
2816,1,3,Mary 2816,female,23.8,1,0,TKT002816,34.13,,S
2817,1,1,David 2817,female,9.7,1,0,TKT002817,98.48,A10,Q
2818,1,2,Olivia 2818,male,15.8,0,0,TKT002818,62.37,C23,S
2819,1,2,Noah 2819,female,20.8,3,0,TKT002819,35.06,E31,C
2820,0,1,Liam 2820,male,78.5,4,1,TKT002820,142.68,D12,C
2821,0,2,John 2821,male,67.9,4,1,TKT002821,46.76,A10,S
2822,1,1,Emma 2822,female,,4,3,TKT002822,58.68,B45,Q
2823,1,2,Michael 2823,female,23.4,0,1,TKT002823,48.77,,C
2824,1,2,Ava 2824,female,18.4,4,2,TKT002824,41.22,D12,S
2825,1,2,Ava 2825,female,59.1,4,2,TKT002825,49.7,A10,S
2826,1,2,John 2826,female,31.5,1,1,TKT002826,74.79,A10,C
2827,1,1,Mia 2827,female,67.6,1,2,TKT002827,153.17,B45,S
2828,1,2,Sophia 2828,female,73.5,3,0,TKT002828,31.88,,C
2829,0,2,Noah 2829,male,34.9,3,1,TKT002829,70.78,,S
2830,0,1,Alice 2830,male,,1,2,TKT002830,201.44,,S
2831,0,3,John 2831,male,53.7,3,3,TKT002831,24.49,,Q
2832,1,1,Michael 2832,female,73.8,4,0,TKT002832,236.77,D12,S
2833,1,3,Robert 2833,female,25.0,3,0,TKT002833,29.07,,Q
2834,0,1,William 2834,female,40.9,3,1,TKT002834,53.28,,Q
2835,1,1,Robert 2835,female,45.7,2,3,TKT002835,232.62,D12,Q
2836,0,2,David 2836,male,58.5,3,3,TKT002836,66.86,,C
2837,1,1,Sophia 2837,male,75.0,1,3,TKT002837,195.77,E31,Q
2838,1,3,Robert 2838,female,22.5,4,2,TKT002838,5.67,,S
2839,1,3,James 2839,female,33.9,1,1,TKT002839,34.75,,S
2840,0,3,Mary 2840,male,,1,1,TKT002840,19.73,,C
2841,0,3,Alice 2841,female,20.6,0,0,TKT002841,35.68,,C
2842,1,1,Mary 2842,male,30.0,1,1,TKT002842,175.44,,C
2843,0,3,Robert 2843,male,61.7,0,3,TKT002843,6.59,,C
2844,1,1,Michael 2844,male,15.5,2,3,TKT002844,53.63,D12,Q
2845,0,1,Ava 2845,male,55.5,1,2,TKT002845,200.36,B45,C
2846,0,2,Liam 2846,male,62.9,3,2,TKT002846,26.82,,C
2847,0,1,Ava 2847,male,50.5,2,0,TKT002847,140.44,A10,S
2848,1,3,William 2848,male,57.8,4,0,TKT002848,12.07,,S
2849,1,1,Liam 2849,male,53.6,0,1,TKT002849,124.93,,S
2850,1,1,Mary 2850,female,31.4,3,3,TKT002850,181.11,,Q
2851,0,3,Liam 2851,female,42.8,0,3,TKT002851,5.93,,C
2852,1,1,Alice 2852,male,79.0,2,0,TKT002852,215.87,A10,C
2853,1,3,John 2853,male,21.3,4,2,TKT002853,10.97,,S
2854,1,3,Emma 2854,female,75.5,1,0,TKT002854,28.58,,Q
2855,1,1,James 2855,female,28.1,2,3,TKT002855,209.07,,C
2856,1,1,John 2856,female,40.2,3,3,TKT002856,140.42,B45,C
2857,1,1,Alice 2857,female,41.3,3,3,TKT002857,193.58,,S
2858,0,3,Mary 2858,male,3.0,0,1,TKT002858,5.38,,S
2859,0,2,Emma 2859,male,,0,1,TKT002859,52.05,A10,C
2860,0,2,Michael 2860,male,6.2,0,3,TKT002860,36.39,A10,C
2861,1,2,Ava 2861,female,73.1,0,3,TKT002861,57.85,C23,Q
2862,1,2,Mary 2862,male,43.9,2,2,TKT002862,78.96,A10,Q
2863,1,2,Sophia 2863,female,32.8,0,0,TKT002863,55.07,,C
2864,0,3,Michael 2864,male,8.5,0,1,TKT002864,21.91,,S
2865,0,3,Ava 2865,male,,1,3,TKT002865,20.82,,C
2866,1,2,David 2866,male,58.6,4,3,TKT002866,58.17,,S
2867,1,3,Robert 2867,female,14.8,2,3,TKT002867,38.24,,Q
2868,0,1,David 2868,male,21.1,3,2,TKT002868,165.07,E31,Q
2869,1,2,Liam 2869,female,36.9,1,0,TKT002869,63.37,B45,Q
2870,0,3,Robert 2870,female,14.1,2,0,TKT002870,12.9,,C
2871,1,1,Emma 2871,male,33.5,3,1,TKT002871,104.03,A10,C
2872,1,1,Emma 2872,female,33.8,3,0,TKT002872,209.94,B45,C
2873,1,2,David 2873,female,64.1,1,0,TKT002873,59.14,,S
2874,0,2,Ava 2874,male,71.3,0,2,TKT002874,39.95,,S
2875,1,2,William 2875,female,9.7,4,1,TKT002875,26.67,D12,C
2876,1,2,William 2876,female,48.1,4,3,TKT002876,35.19,,C
2877,0,2,Robert 2877,male,1.2,2,3,TKT002877,35.67,E31,Q
2878,0,3,Liam 2878,male,4.8,1,0,TKT002878,14.1,,S
2879,0,1,Alice 2879,male,78.4,2,1,TKT002879,145.68,,Q
2880,0,3,Mary 2880,male,22.2,0,3,TKT002880,25.66,,Q
2881,1,1,Mia 2881,female,73.1,3,0,TKT002881,226.19,,C
2882,1,1,John 2882,female,68.1,1,1,TKT002882,66.7,C23,S
2883,1,1,James 2883,female,,3,1,TKT002883,60.54,E31,Q
2884,1,1,Emma 2884,male,5.7,0,3,TKT002884,65.99,,Q
2885,0,2,Mary 2885,female,65.3,2,2,TKT002885,29.84,C23,S
2886,1,2,Mary 2886,female,,2,2,TKT002886,30.17,D12,S
2887,1,3,Robert 2887,female,69.5,3,1,TKT002887,29.41,,Q
2888,1,1,Michael 2888,male,40.4,3,0,TKT002888,182.02,D12,C
2889,1,3,Emma 2889,female,4.2,0,2,TKT002889,23.74,,S
2890,0,1,Sophia 2890,male,64.9,0,3,TKT002890,156.15,D12,S
2891,1,2,John 2891,female,72.7,0,2,TKT002891,39.6,,S
2892,1,1,Olivia 2892,female,31.0,2,0,TKT002892,70.76,C23,Q
2893,1,3,Michael 2893,female,26.4,3,2,TKT002893,27.43,,S
2894,0,3,Ava 2894,female,73.8,2,2,TKT002894,22.0,,Q
2895,0,2,Ava 2895,male,14.5,0,0,TKT002895,53.05,E31,Q
2896,0,2,Emma 2896,female,68.3,1,1,TKT002896,30.51,D12,Q
2897,0,2,John 2897,female,70.0,3,0,TKT002897,23.61,C23,S
2898,1,1,Ava 2898,female,57.4,4,2,TKT002898,132.97,,S
2899,0,3,Mary 2899,male,69.8,2,1,TKT002899,14.95,,Q
2900,1,3,David 2900,female,22.4,3,0,TKT002900,13.61,,S
2901,1,3,Mia 2901,female,36.5,1,1,TKT002901,39.88,,Q
2902,1,2,Ava 2902,male,76.4,1,0,TKT002902,73.06,B45,Q
2903,1,2,William 2903,female,42.8,4,1,TKT002903,68.26,A10,S
2904,0,2,Liam 2904,male,43.7,3,3,TKT002904,24.01,D12,C
2905,0,2,David 2905,female,33.9,4,0,TKT002905,40.92,B45,Q
2906,1,3,Olivia 2906,female,29.3,1,2,TKT002906,9.89,,C
2907,1,1,Emma 2907,male,43.5,0,2,TKT002907,188.23,,Q
2908,1,2,Sophia 2908,female,3.3,3,2,TKT002908,21.04,A10,Q
2909,0,2,Mia 2909,male,10.7,3,2,TKT002909,50.42,,Q
2910,0,3,John 2910,male,53.2,1,2,TKT002910,20.88,,S
2911,1,3,Noah 2911,female,38.8,2,1,TKT002911,13.01,,C
2912,1,1,William 2912,female,44.1,4,2,TKT002912,156.14,,Q
2913,1,1,Ava 2913,female,58.3,3,2,TKT002913,63.44,,C
2914,1,2,Sophia 2914,female,12.4,3,2,TKT002914,78.11,E31,C
2915,1,2,Mia 2915,female,63.2,2,3,TKT002915,49.28,A10,C
2916,0,3,Mia 2916,male,54.6,0,1,TKT002916,38.36,,Q
2917,1,1,Liam 2917,male,25.5,3,0,TKT002917,146.71,C23,Q
2918,1,1,Sophia 2918,male,18.5,2,2,TKT002918,199.31,A10,C
2919,1,1,Noah 2919,female,23.8,3,3,TKT002919,150.57,E31,Q
2920,1,1,Liam 2920,female,54.7,3,0,TKT002920,226.9,,Q
2921,1,2,John 2921,female,54.5,4,1,TKT002921,53.58,,C
2922,0,2,Mia 2922,male,51.5,0,1,TKT002922,38.82,,S
2923,1,2,Sophia 2923,female,15.8,0,1,TKT002923,24.48,,S
2924,0,3,Liam 2924,male,72.4,3,3,TKT002924,34.38,,Q
2925,1,3,Olivia 2925,female,60.5,3,1,TKT002925,11.94,,S
2926,1,1,Emma 2926,female,5.0,4,0,TKT002926,127.74,,C
2927,1,1,Michael 2927,female,75.4,3,1,TKT002927,106.31,,S
2928,0,3,Emma 2928,male,69.1,2,1,TKT002928,34.29,,C
2929,1,2,Michael 2929,male,14.7,2,3,TKT002929,45.03,D12,Q
2930,1,1,Ava 2930,female,42.1,1,3,TKT002930,109.59,,S
2931,1,1,Liam 2931,male,25.4,2,1,TKT002931,191.89,,Q
2932,0,2,John 2932,male,7.4,3,2,TKT002932,29.07,E31,Q
2933,1,1,William 2933,female,45.4,1,0,TKT002933,179.89,,C
2934,0,3,Liam 2934,female,,4,2,TKT002934,18.73,,C
2935,0,3,John 2935,male,20.5,1,1,TKT002935,14.8,,Q
2936,1,3,Ava 2936,female,,1,3,TKT002936,39.76,,C
2937,0,2,Ava 2937,male,16.6,3,2,TKT002937,29.32,,C
2938,0,1,Noah 2938,female,28.0,0,1,TKT002938,60.9,,Q
2939,1,2,Liam 2939,female,68.1,4,1,TKT002939,56.22,,Q
2940,1,1,Sophia 2940,male,6.8,0,3,TKT002940,167.42,B45,C
2941,1,2,Olivia 2941,female,11.9,2,2,TKT002941,76.8,,Q
2942,1,1,Michael 2942,male,45.4,3,3,TKT002942,205.74,C23,C
2943,0,3,Liam 2943,male,73.6,0,0,TKT002943,5.58,,Q
2944,1,3,William 2944,female,32.6,2,1,TKT002944,24.75,,C
2945,1,1,Sophia 2945,male,23.5,0,3,TKT002945,141.93,B45,Q
2946,1,2,James 2946,male,53.8,0,0,TKT002946,33.41,,S
2947,0,3,Robert 2947,male,32.3,3,1,TKT002947,38.05,,C
2948,1,3,William 2948,female,71.8,0,2,TKT002948,8.52,,C
2949,0,2,Olivia 2949,female,67.3,1,0,TKT002949,22.04,B45,C
2950,0,3,Michael 2950,female,47.6,1,0,TKT002950,27.88,,C
2951,1,3,Alice 2951,female,68.1,3,3,TKT002951,25.64,,S
2952,0,2,Sophia 2952,female,62.4,0,2,TKT002952,50.94,C23,Q
2953,1,3,Mia 2953,female,,0,3,TKT002953,38.82,,S
2954,1,2,Robert 2954,female,73.5,4,0,TKT002954,63.71,E31,Q
2955,1,1,Robert 2955,female,46.4,0,2,TKT002955,165.05,,C
2956,0,3,Mia 2956,male,21.0,4,0,TKT002956,8.62,,S
2957,1,3,Alice 2957,female,60.1,2,3,TKT002957,7.21,,Q
2958,1,3,Michael 2958,male,61.1,3,3,TKT002958,28.78,,S
2959,0,1,Robert 2959,female,42.4,4,3,TKT002959,228.85,,Q
2960,0,3,Sophia 2960,male,23.9,1,1,TKT002960,22.87,,Q
2961,0,3,James 2961,male,55.0,1,0,TKT002961,18.37,,C
2962,0,2,Michael 2962,male,45.2,4,3,TKT002962,33.4,,S
2963,1,2,James 2963,female,33.1,4,1,TKT002963,28.2,E31,S
2964,0,1,Robert 2964,male,42.9,0,1,TKT002964,210.77,B45,C
2965,1,2,Sophia 2965,male,42.9,2,2,TKT002965,30.18,B45,C
2966,0,1,Robert 2966,male,23.3,3,2,TKT002966,101.75,,S
2967,1,2,Alice 2967,female,77.8,3,0,TKT002967,69.42,C23,Q
2968,0,3,Mia 2968,male,9.2,1,1,TKT002968,20.15,,Q
2969,1,1,John 2969,female,34.8,4,1,TKT002969,148.89,E31,Q
2970,1,1,John 2970,male,18.6,1,2,TKT002970,190.51,D12,Q
2971,1,2,Alice 2971,female,20.0,2,2,TKT002971,29.04,C23,C
2972,0,2,Robert 2972,male,69.2,4,0,TKT002972,71.19,D12,Q
2973,0,1,Noah 2973,male,79.6,1,3,TKT002973,142.8,D12,Q
2974,0,3,William 2974,female,34.0,4,2,TKT002974,5.86,,Q
2975,0,2,Alice 2975,female,36.1,1,2,TKT002975,54.25,E31,S
2976,0,3,Alice 2976,male,41.3,2,1,TKT002976,34.94,,Q
2977,1,3,Alice 2977,female,40.6,2,1,TKT002977,23.87,,S
2978,1,1,Alice 2978,female,,3,3,TKT002978,130.47,,S
2979,1,3,Sophia 2979,female,49.4,2,3,TKT002979,24.13,,S
2980,1,3,John 2980,female,35.5,4,3,TKT002980,32.78,,S
2981,1,3,James 2981,female,24.1,4,1,TKT002981,28.98,,S
2982,0,3,Sophia 2982,male,29.6,3,1,TKT002982,27.4,,C
2983,0,1,James 2983,male,20.3,0,1,TKT002983,58.38,B45,S
2984,0,2,Noah 2984,female,41.7,1,2,TKT002984,36.88,,Q
2985,0,3,Sophia 2985,male,,1,3,TKT002985,8.43,,C
2986,1,1,Olivia 2986,male,29.7,3,1,TKT002986,64.47,,S
2987,1,1,Liam 2987,female,9.2,0,0,TKT002987,112.44,D12,S
2988,1,1,Mary 2988,female,47.7,3,1,TKT002988,138.44,E31,C
2989,1,1,Ava 2989,female,33.9,1,0,TKT002989,159.14,B45,C
2990,1,1,Liam 2990,female,73.0,2,0,TKT002990,229.38,,C
2991,1,1,William 2991,male,2.2,0,2,TKT002991,84.31,,Q
2992,0,2,Noah 2992,male,8.4,0,2,TKT002992,33.34,,C
2993,1,2,Noah 2993,female,65.0,4,1,TKT002993,71.98,,S
2994,1,1,Alice 2994,male,54.0,0,3,TKT002994,121.31,C23,C
2995,1,1,Liam 2995,male,13.5,1,2,TKT002995,242.97,B45,Q
2996,1,1,Noah 2996,male,24.3,1,3,TKT002996,213.67,,C
2997,1,1,Michael 2997,female,19.9,3,2,TKT002997,242.06,B45,C
2998,0,3,Robert 2998,male,22.0,1,0,TKT002998,23.36,,Q
2999,1,3,John 2999,female,8.6,4,2,TKT002999,25.68,,S
3000,1,1,Emma 3000,female,22.5,0,1,TKT003000,220.99,,S
3001,1,2,Mary 3001,female,5.7,0,3,TKT003001,35.43,,S
3002,1,2,Mia 3002,female,1.8,4,3,TKT003002,43.67,C23,C
3003,1,1,Sophia 3003,female,62.7,0,2,TKT003003,130.97,,C
3004,1,1,Ava 3004,female,45.1,1,2,TKT003004,88.59,C23,S
3005,1,1,Michael 3005,female,62.1,2,1,TKT003005,53.64,,Q
3006,0,2,Emma 3006,female,75.8,1,2,TKT003006,45.64,D12,Q
3007,1,1,Robert 3007,male,39.5,4,2,TKT003007,215.99,A10,S
3008,1,1,Noah 3008,female,70.7,4,3,TKT003008,154.38,,S
3009,1,3,Michael 3009,female,8.3,2,2,TKT003009,30.19,,Q
3010,1,1,James 3010,female,52.7,0,2,TKT003010,202.17,D12,C
3011,1,2,William 3011,female,75.7,2,0,TKT003011,66.79,,C
3012,1,1,Mia 3012,female,32.7,2,3,TKT003012,60.24,D12,Q
3013,0,1,Noah 3013,female,,0,3,TKT003013,229.57,D12,Q
3014,0,2,Ava 3014,male,37.5,2,3,TKT003014,65.79,,Q
3015,1,2,Alice 3015,female,9.7,4,0,TKT003015,48.62,E31,S
3016,1,3,William 3016,female,68.0,4,0,TKT003016,25.21,,Q
3017,1,1,Michael 3017,female,24.1,1,0,TKT003017,119.53,B45,Q
3018,1,1,Ava 3018,female,33.9,0,3,TKT003018,114.17,,Q
3019,1,2,Noah 3019,female,73.8,3,2,TKT003019,20.14,A10,C
3020,1,1,Michael 3020,male,69.1,1,3,TKT003020,195.32,E31,Q
3021,0,1,Olivia 3021,male,40.8,3,1,TKT003021,111.1,,C
3022,0,3,David 3022,male,39.0,3,2,TKT003022,35.7,,Q
3023,0,3,Ava 3023,female,75.3,2,1,TKT003023,36.86,,Q
3024,0,2,Liam 3024,male,47.6,3,0,TKT003024,49.73,,Q
3025,1,2,John 3025,male,18.7,2,0,TKT003025,75.48,A10,S
3026,0,2,Alice 3026,male,67.9,3,3,TKT003026,66.58,,S
3027,1,2,Olivia 3027,female,76.6,4,0,TKT003027,65.66,B45,Q
3028,1,1,John 3028,female,50.7,1,2,TKT003028,193.86,D12,C
3029,1,1,Michael 3029,male,78.7,1,2,TKT003029,63.35,,C
3030,0,2,Sophia 3030,male,37.9,0,2,TKT003030,59.2,A10,Q
3031,1,1,Ava 3031,female,15.6,1,1,TKT003031,55.9,,Q
3032,0,3,Liam 3032,male,35.7,1,2,TKT003032,16.35,,S
3033,0,3,James 3033,male,78.2,3,0,TKT003033,38.08,,C
3034,0,2,Robert 3034,male,6.4,3,3,TKT003034,77.21,,Q
3035,1,2,William 3035,female,66.7,2,3,TKT003035,27.15,C23,S
3036,1,1,Noah 3036,female,30.5,1,2,TKT003036,156.32,,Q
3037,1,3,Sophia 3037,female,74.8,0,0,TKT003037,13.63,,C
3038,1,2,Mary 3038,male,6.0,4,1,TKT003038,77.09,C23,C
3039,0,3,Ava 3039,female,6.3,2,0,TKT003039,13.79,,Q
3040,1,3,Sophia 3040,male,34.4,2,3,TKT003040,31.72,,S
3041,1,1,Mia 3041,female,64.6,3,0,TKT003041,117.08,C23,Q
3042,1,1,Noah 3042,male,42.7,4,2,TKT003042,166.57,A10,S
3043,0,2,Michael 3043,female,61.4,4,1,TKT003043,27.16,A10,S
3044,0,3,William 3044,male,26.6,4,0,TKT003044,16.54,,Q
3045,0,2,Liam 3045,male,,0,2,TKT003045,21.51,A10,C
3046,0,2,Noah 3046,male,41.9,1,0,TKT003046,68.12,A10,S
3047,1,3,Mia 3047,female,25.0,2,3,TKT003047,10.63,,C
3048,1,2,Noah 3048,female,10.1,1,0,TKT003048,40.8,,C
3049,0,3,Alice 3049,female,45.2,3,0,TKT003049,7.62,,Q
3050,0,1,Noah 3050,male,7.2,3,3,TKT003050,123.89,A10,C
3051,1,3,Robert 3051,female,17.7,4,3,TKT003051,7.01,,C
3052,0,2,Noah 3052,male,4.1,1,1,TKT003052,62.39,,S
3053,0,2,Mia 3053,male,79.5,1,3,TKT003053,53.16,,S
3054,0,3,Sophia 3054,male,29.8,0,0,TKT003054,16.22,,Q
3055,1,3,David 3055,female,20.4,1,3,TKT003055,33.55,,Q
3056,1,3,Olivia 3056,female,41.3,1,1,TKT003056,18.05,,C
3057,1,1,Emma 3057,female,35.4,1,2,TKT003057,98.0,,S
3058,0,3,James 3058,male,56.6,0,1,TKT003058,21.46,,S
3059,1,1,Liam 3059,male,40.3,3,2,TKT003059,75.99,,C
3060,1,1,Mary 3060,female,53.7,0,1,TKT003060,248.8,,S
3061,0,3,Olivia 3061,male,66.3,0,3,TKT003061,21.4,,C
3062,1,3,William 3062,female,39.1,0,2,TKT003062,8.42,,S
3063,0,3,James 3063,male,59.6,3,3,TKT003063,7.97,,Q
3064,1,3,Emma 3064,female,51.9,1,1,TKT003064,9.99,,Q
3065,0,1,John 3065,male,29.4,1,0,TKT003065,203.99,C23,Q
3066,1,1,James 3066,female,74.9,1,3,TKT003066,111.8,,Q
3067,1,3,David 3067,female,70.0,3,2,TKT003067,32.85,,Q
3068,0,2,William 3068,male,63.5,4,1,TKT003068,23.36,B45,Q
3069,1,1,Olivia 3069,female,51.5,2,3,TKT003069,244.67,D12,Q
